Date,Esonar file,GPA_lat_end,GPA_lat_start,GPA_lon_end,GPA_lon_start,GPA_time_end,GPA_time_start,GPNumber,Start_odii_Tilt_file,Tow Quality,Trawl Number,Zone
01.08.2019,GP042F.TXT,4745.7967,4745.7670,06400.348,06400.611,14:26:01,14:21:00,GP042F,H951GP042F,Good,8,Zone12
01.08.2019,GP052F.TXT,4745.2184,4745.2153,06352.522,06352.789,15:32:33,15:27:32,GP052F,H951GP052F,Good,9,Zone12
01.08.2019,GP051F.TXT,4749.2954,4749.3288,06352.355,06352.611,16:50:28,16:45:27,GP051F,H951GP051F,Good,10,Zone12
01.08.2019,GP041F.TXT,4749.3803,4749.4377,06401.126,06401.372,18:31:42,18:26:43,GP041F,H951GP041F,Good,11,Zone12
01.08.2019,GP031F.TXT,4751.7377,4751.8550,06411.140,06411.346,20:26:58,20:22:00,GP031F,H951GP031F,Good,12,Zone12
02.08.2019,GP039F.TXT,4756.7371,4756.6284,06403.268,06403.484,05:57:48,05:52:46,GP039F,H951GP039F,Good,1,Zone12
02.08.2019,GP045F.TXT,4756.4329,4756.3832,06357.878,06358.129,07:05:23,07:00:24,GP045F,H951GP045F,Good,2,Zone12
02.08.2019,GP053F.TXT,4802.3242,4802.3477,06356.369,06356.632,08:40:32,08:35:30,GP053F,H951GP053F,Good,3,Zone12
02.08.2019,GP043F.TXT,4806.4677,4806.4951,06403.904,06404.177,10:32:08,10:27:07,GP043F,H951GP043F,Bad,4,Zone12
07.08.2019,GP009F.TXT,4753.2863,4753.1504,06459.150,06458.979,15:57:38,15:52:36,GP009F,H951GP009F,Good,1,Zone12
07.08.2019,GP008F.TXT,4753.8709,4753.7708,06508.427,06508.211,17:10:04,17:04:58,GP008F,H951GP008F,Good,2,Zone12
07.08.2019,GP006F.TXT,4753.6957,4753.5754,06512.522,06512.328,17:56:19,17:51:19,GP006F,H951GP006F,Good,3,Zone12
07.08.2019,GP002F.TXT,4747.2496,4747.2201,06532.505,06532.251,20:08:41,20:03:41,GP002F,H951GP002F,Good,4,Zone12
08.08.2019,GP001F.TXT,4758.5688,4758.4317,06537.873,06537.702,06:20:14,06:15:13,GP001F,H951GP001F,Good,1,Zone12
08.08.2019,GP003F.TXT,4755.0569,4754.8870,06529.606,06529.510,08:05:05,08:00:03,GP003F,H951GP003F,Good,2,Zone12
08.08.2019,GP004F.TXT,4751.7949,4751.6272,06528.937,06529.010,09:08:31,09:03:29,GP004F,H951GP004F,Good,3,Zone12
08.08.2019,GP005F.TXT,4757.6649,4757.4995,06520.779,06520.684,10:27:45,10:22:43,GP005F,H951GP005F,Good,4,Zone12
08.08.2019,GP007F.TXT,4755.794,4755.625,06511.194,06511.142,12:18:51,12:13:50,GP007F,H951GP007F,Good,5,Zone12
08.08.2019,GP011F.TXT,4757.1877,4757.0103,06500.911,06500.905,13:49:58,13:44:56,GP011F,H951GP011F,Good,6,Zone12
08.08.2019,GP010F.TXT,4802.5956,4802.4204,06459.476,06459.425,14:55:44,14:50:43,GP010F,H951GP010F,Good,7,Zone12
08.08.2019,GP012F.TXT,4803.9679,4803.7883,06446.558,06446.517,16:42:27,16:37:24,GP012F,H951GP012F,Good,8,Zone12
08.08.2019,GP013F.TXT,4814.7221,4814.5477,06440.663,06440.579,18:37:47,18:32:40,GP013F,H951GP013F,Good,9,Zone12
09.08.2019,GP015F.TXT,4807.2319,4807.0501,06428.258,06428.186,06:18:55,06:13:53,GP015F,H951GP015F,Good,1,Zone12
09.08.2019,GP017F.TXT,4811.9031,4811.7354,06425.472,06425.408,10:17:57,10:12:57,GP017F,H951GP017F,Good,2,Zone12
09.08.2019,GP014F.TXT,4821.9764,4821.8223,06423.909,06424.028,12:00:20,11:55:19,GP014F,H951GP014F,Bad,3,Zone12
09.08.2019,GP014A1.TXT,4820.7457,4820.5725,06421.704,06421.682,13:08:10,13:03:09,GP014A1,H951GP014A1,Good,4,Zone12
09.08.2019,GP020F.TXT,4816.2429,4816.1253,06420.117,06419.919,14:42:52,14:37:51,GP020F,H951GP020F,Good,5,Zone12
09.08.2019,GP021F.TXT,4815.2492,4815.1635,06418.484,06418.256,15:39:52,15:34:52,GP021F,H951GP021F,Good,6,Zone12
09.08.2019,GP037F.TXT,4814.0009,4814.0240,06404.235,06403.977,17:37:11,17:32:10,GP037F,H951GP037F,Good,7,Zone12
09.08.2019,GP055F.TXT,4810.5887,4810.6050,06357.912,06357.648,18:49:13,18:44:13,GP055F,H951GP055F,Good,8,Zone12
09.08.2019,GP043A1.TXT,4803.0871,4803.2467,06403.465,06403.336,20:01:44,19:56:45,GP043A1,H951GP043A1,Bad,9,Zone12
10.08.2019,GP043A2.TXT,4808.0258,4808.2100,06402.746,06402.731,06:02:06,05:57:04,GP043A2,H951GP043A2,Bad,1,Zone12
10.08.2019,GP043A3.TXT,4803.7929,4803.9706,06402.727,06402.719,06:52:41,06:47:38,GP043A3,H951GP043A3,Bad,2,Zone12
10.08.2019,GP071F.TXT,4810.5196,4810.4110,06349.181,06349.381,08:41:38,08:36:43,GP071F,H951GP071F,Good,3,Zone12
10.08.2019,GP029F.TXT,4816.2375,4816.2329,06401.436,06401.163,10:20:58,10:15:53,GP029F,H951GP029F,Good,4,Zone12
10.08.2019,GP058F.TXT,4820.5215,4820.4787,06350.269,06350.535,11:48:47,11:43:42,GP058F,H951GP058F,Good,5,Zone12
10.08.2019,GP059F.TXT,4823.5595,4823.489,06349.957,06349.981,12:53:43,12:51:18,GP059F,H951GP059F,Bad,6,Zone12
10.08.2019,GP059A1.TXT,4824.8869,4824.7141,06353.442,06353.517,13:49:06,13:44:05,GP059A1,H951GP059A1,Good,7,Zone12
10.08.2019,GP073F.TXT,4821.5651,4821.6219,06340.824,06341.087,15:17:36,15:12:36,GP073F,H951GP073F,Good,8,Zone12
10.08.2019,GP065F.TXT,4827.3874,4827.3678,06344.261,06343.991,16:36:10,16:31:10,GP065F,H951GP065F,Good,9,Zone12
10.08.2019,GP057F.TXT,4833.5588,4833.397,06359.662,06359.539,18:36:29,18:31:25,GP057F,H951GP057F,Good,10,Zone12
10.08.2019,GP034F.TXT,4827.3614,4827.4607,06407.094,06406.866,20:05:38,20:00:38,GP034F,H951GP034F,Good,11,Zone12
11.08.2019,GP033F.TXT,4832.5482,4832.5693,06407.394,06407.657,06:19:09,06:14:08,GP033F,H951GP033F,Good,1,Zone12
11.08.2019,GP027F.TXT,4832.2238,4832.3553,06410.540,06410.715,07:37:28,07:32:26,GP027F,H951GP027F,Good,2,Zone12
11.08.2019,GP038F.TXT,4837.5604,4837.4635,06402.938,06403.163,08:55:47,08:50:47,GP038F,H951GP038F,Bad,3,Zone12
11.08.2019,GP038A1.TXT,4836.5854,4836.6613,06400.476,06400.724,09:47:32,09:42:30,GP038A1,H951GP038A1,Good,4,Zone12
11.08.2019,GP056F.TXT,4837.2326,4837.4045,06350.781,06350.866,11:07:42,11:02:40,GP056F,H951GP056F,Good,5,Zone12
11.08.2019,GP074F.TXT,4836.1850,4836.3351,06347.694,06347.851,12:05:19,12:00:17,GP074F,H951GP074F,Good,6,Zone12
11.08.2019,GP083F.TXT,4832.8284,4832.9486,06336.840,06337.044,13:36:18,13:31:16,GP083F,H951GP083F,Good,7,Zone12
11.08.2019,GP096F.TXT,4835.7779,4835.8881,06321.719,06321.940,14:08:01,15:24:43,GP096F,H951GP096F,Bad,8,Zone12
11.08.2019,GP096A1.TXT,4833.0301,4833.1693,06320.993,06321.160,16:48:06,16:43:06,GP096A1,H951GP096A1,Bad,9,Zone12
11.08.2019,GP096A2.TXT,4834.4420,4834.5994,06325.205,06325.322,18:07:07,18:02:07,GP096A2,H951GP096A2,Good,10,Zone12
11.08.2019,GP107F.TXT,4837.4659,4837.6258,06327.394,06327.512,19:44:41,19:39:40,GP107F,H951GP107F,Bad,11,Zone12
12.08.2019,GP107A1.TXT,4837.9960,4837.9021,06328.444,06328.797,06:06:37,06:01:28,GP107A1,H951GP107A1,Good,1,Zone12
12.08.2019,GP078F.TXT,4837.1110,4836.9445,06339.368,06339.471,07:56:24,07:51:22,GP078F,H951GP078F,Good,2,Zone12
12.08.2019,GP064F.TXT,4839.6492,4839.5202,06349.191,06349.371,09:32:11,09:27:10,GP064F,H951GP064F,Good,3,Zone12
12.08.2019,GP054F.TXT,4843.8977,4843.9372,06357.484,06357.752,11:20:36,11:15:35,GP054F,H951GP054F,Good,4,Zone12
12.08.2019,GP035F.TXT,4845.4336,4845.6131,06403.716,06403.717,12:48:29,12:43:28,GP035F,H951GP035F,Good,5,Zone12
12.08.2019,GP072F.TXT,4849.1074,4849.2475,06345.819,06345.990,15:03:15,14:58:13,GP072F,H951GP072F,Good,6,Zone12
12.08.2019,GP085F.TXT,4849.9785,4850.1243,06333.218,06333.381,17:21:03,17:16:03,GP085F,H951GP085F,Good,7,Zone12
12.08.2019,GP081F.TXT,4853.7541,4853.8917,06335.234,06335.398,19:19:30,19:14:31,GP081F,H951GP081F,Good,8,Zone12
13.08.2019,GP098F.TXT,4856.0905,4856.1405,06325.428,06325.689,06:58:38,06:53:37,GP098F,H951GP098F,Good,1,Zone12
13.08.2019,GP120F.TXT,4855.0046,4855.0651,06315.210,06315.457,08:39:13,08:34:13,GP120F,H951GP120F,Good,2,Zone12
13.08.2019,GP109F.TXT,4850.1419,4850.2963,06321.003,06320.863,10:27:19,10:22:15,GP109F,H951GP109F,Good,3,Zone12
13.08.2019,GP122F.TXT,4845.1349,4845.3001,06315.953,06316.052,12:00:33,11:55:31,GP122F,H951GP122F,Good,4,Zone12
13.08.2019,GP121F.TXT,4840.0223,4840.1842,06314.562,06314.659,13:23:09,13:18:07,GP121F,H951GP121F,Good,5,Zone12
13.08.2019,GP142F.TXT,4842.6583,4842.7204,06306.397,06306.653,15:04:47,14:59:45,GP142F,H951GP142F,Good,6,ZoneE
13.08.2019,GP156F.TXT,4835.6667,4835.7855,06256.082,06256.279,17:10:42,17:05:39,GP156F,H951GP156F,Good,7,ZoneE
13.08.2019,GP139F.TXT,4832.7963,4832.9454,06307.975,06308.108,19:45:56,19:40:57,GP139F,H951GP139F,Good,8,ZoneE
14.08.2019,GP134F.TXT,4831.7841,4831.9290,06314.651,06314.823,06:17:58,06:12:55,GP134F,H951GP134F,Bad,1,Zone12
14.08.2019,GP134A1.TXT,4835.2493,4835.3719,06317.639,06317.837,07:50:48,07:45:47,GP134A1,H951GP134A1,Bad,2,Zone12
14.08.2019,GP134A2.TXT,4833.9256,4834.0785,06308.781,06308.906,09:21:07,09:16:07,GP134A2,H951GP134A2,Good,3,Zone12
14.08.2019,GP115F.TXT,4826.2906,4826.4685,06318.088,0631.098,11:22:14,11:17:12,GP115F,H951GP115F,Good,4,Zone12
14.08.2019,GP112F.TXT,4826.0934,4826.2444,06324.553,06324.637,12:30:51,12:26:02,GP112F,H951GP112F,Good,5,Zone12
14.08.2019,GP086F.TXT,4823.5610,4823.7190,06332.447,06332.556,14:31:50,14:26:47,GP086F,H951GP086F,Good,6,Zone12
14.08.2019,GP089F.TXT,4818.5431,4818.7215,06331.387,06331.444,15:35:00,15:29:58,GP089F,H951GP089F,Good,7,Zone12
14.08.2019,GP103F.TXT,4821.7739,4821.6010,06323.959,06324.066,16:43:23,16:38:22,GP103F,H951GP103F,Good,8,Zone12
14.08.2019,GP130F.TXT,4819.9170,4819.8713,06309.424,06309.692,18:21:44,18:16:45,GP130F,H951GP130F,Bad,9,Zone12
14.08.2019,GP130A1.TXT,4821.2462,4821.266,06310.723,6310.996,19:12:28,19:07:27,GP130A1,H951GP130A1,Bad,10,Zone12
14.08.2019,GP130A2.TXT,4818.3542,4818.4878,06310.071,06310.137,19:57:14,19:53:13,GP130A2,H951GP130A2,Good,11,Zone12
15.08.2019,GP138F.TXT,4823.2199,4823.3827,06257.822,06257.951,06:08:46,06:03:44,GP138F,H951GP138F,Good,1,Zone12
15.08.2019,GP166F.TXT,4825.1056,4825.1607,06250.965,06251.225,07:30:24,07:25:23,GP166F,H951GP166F,Good,2,Zone12
15.08.2019,GP187F.TXT,4826.8619,4826.8211,06238.681,06238.945,09:05:48,09:00:47,GP187F,H951GP187F,Good,3,ZoneE
15.08.2019,GP203F.TXT,4821.8369,4821.8205,06226.864,06227.126,11:06:57,11:01:57,GP203F,H951GP203F,Good,4,Zone12
15.08.2019,GP181F.TXT,4818.5141,4818.6446,06240.646,06240.844,13:28:41,13:23:41,GP181F,H951GP181F,Good,5,Zone12
15.08.2019,GP165F.TXT,4819.8633,4819.9873,06250.778,06250.978,15:05:24,15:00:24,GP165F,H951GP165F,Good,6,Zone12
15.08.2019,GP152F.TXT,4818.6802,4818.8515,06258.743,06258.658,16:09:55,16:04:53,GP152F,H951GP152F,Good,7,Zone12
15.08.2019,GP153F.TXT,4812.5318,4812.7011,06258.026,06258.141,17:12:51,17:07:49,GP153F,H951GP153F,Good,8,Zone12
15.08.2019,GP169F.TXT,4810.7814,4810.8972,06250.749,06250.975,18:08:55,18:03:53,GP169F,H951GP169F,Good,9,Zone12
15.08.2019,GP180F.TXT,4811.5396,4811.5615,06241.079,06241.343,19:20:10,19:15:09,GP180F,H951GP180F,Good,10,Zone12
15.08.2019,GP185F.TXT,4808.6885,4808.8662,06239.981,06239.998,20:04:18,19:59:17,GP185F,H951GP185F,Good,11,Zone12
16.08.2019,GP221F.TXT,4712.3269,4712.2560,06224.045,06223.801,06:08:24,06:03:21,GP221F,H951GP221F,Bad,1,Zone12
16.08.2019,GP221A1.TXT,4710.9991,4711.0929,06225.901,06226.058,06:54:53,06:50:47,GP221A1,H951GP221A1,Bad,2,Zone12
16.08.2019,GP221A2.TXT,4712.9439,4713.1061,06226.148,06226.262,08:07:20,08:02:19,GP221A2,H951GP221A2,Bad,3,Zone12
16.08.2019,GP221A3.TXT,4707.3976,4707.5811,06224.824,06224.864,09:01:47,08:56:46,GP221A3,H951GP221A3,Good,4,Zone12
22.08.2019,GP191F.TXT,4705.7496,4705.5738,06231.500,06231.557,14:05:44,14:00:43,GP191F,H951GP191F,Bad,1,Zone12
22.08.2019,GP191A1.TXT,4703.5341,4703.4201,06230.883,06231.079,14:58:08,14:53:07,GP191A1,H951GP191A1,Good,2,Zone12
22.08.2019,GP177F.TXT,4709.7766,4709.7248,06240.960,06241.212,16:43:02,16:38:00,GP177F,H951GP177F,Good,3,Zone12
22.08.2019,GP164F.TXT,4710.0010,4709.951,06252.499,06252.749,18:14:12,18:09:10,GP164F,H951GP164F,Good,4,Zone12
22.08.2019,GP151F.TXT,4711.3025,4711.2326,06300.187,06259.950,19:20:35,19:15:34,GP151F,H951GP151F,Good,5,Zone12
23.08.2019,GP126F.TXT,4809.2342,4809.1214,06312.290,06312.493,06:19:34,06:14:37,GP126F,H951GP126F,Good,1,Zone12
23.08.2019,GP114F.TXT,4812.7421,4812.7871,06318.717,06318.972,07:38:43,07:33:37,GP114F,H951GP114F,Good,2,Zone12
23.08.2019,GP075F.TXT,4812.0430,4812.1340,06330.365,06330.592,09:16:20,09:11:20,GP075F,H951GP075F,Good,3,Zone12
23.08.2019,GP101F.TXT,4808.0837,4808.2576,06324.129,06324.086,10:25:36,10:20:35,GP101F,H951GP101F,Good,4,Zone12
23.08.2019,GP082F.TXT,4807.0297,4807.2045,06334.872,06334.923,13:01:13,12:56:11,GP082F,H951GP082F,Good,5,Zone12
23.08.2019,GP060F.TXT,4803.5684,4803.5513,06340.463,06340.721,14:21:50,14:16:48,GP060F,H951GP060F,Good,6,Zone12
23.08.2019,GP062F.TXT,4759.5494,4759.5785,06346.035,06346.288,15:44:02,15:39:03,GP062F,H951GP062F,Good,7,Zone12
23.08.2019,GP069F.TXT,4754.4014,4754.5688,06342.624,06342.726,16:47:28,16:42:26,GP069F,H951GP069F,Good,8,Zone12
23.08.2019,GP092F.TXT,4751.3373,4751.5171,06338.718,06338.661,17:53:38,17:48:38,GP092F,H951GP092F,Good,9,Zone12
23.08.2019,GP087F.TXT,4758.7987,4758.6636,06331.917,06332.079,19:20:35,19:15:35,GP087F,H951GP087F,Good,10,Zone12
23.08.2019,GP100F.TXT,4758.5877,4758.5725,06324.876,06325.150,20:15:29,20:10:28,GP100F,H951GP100F,Good,11,Zone12
24.08.2019,GP118F.TXT,4804.1655,4804.3256,06315.902,06315.818,14:49:30,14:44:34,GP118F,H951GP118F,Good,1,Zone12
24.08.2019,GP143F.TXT,4802.6616,4802.8147,06305.800,06305.695,16:17:10,16:12:08,GP143F,H951GP143F,Good,2,Zone12
24.08.2019,GP157F.TXT,4804.2626,4804.4345,06255.035,06254.994,17:48:34,17:43:32,GP157F,H951GP157F,Good,3,Zone12
24.08.2019,GP172F.TXT,4801.7842,4801.9458,06248.503,06248.421,19:02:58,18:57:59,GP172F,H951GP172F,Good,4,Zone12
24.08.2019,GP183F.TXT,4801.4040,4801.5740,06240.291,06240.313,20:19:13,20:14:11,GP183F,H951GP183F,Good,5,Zone12
25.08.2019,GP201F.TXT,4809.6325,4809.7896,06231.338,06231.230,06:20:04,06:15:02,GP201F,H947GP201F,Bad,1,Zone12
25.08.2019,GP201A1.TXT,4810.9718,4810.8869,06227.982,06228.211,07:30:09,07:25:08,GP201A1,H947GP201A1,Bad,2,Zone12
25.08.2019,GP201A2.TXT,4810.6176,4810.6710,06232.283,06232.541,08:28:05,08:23:05,GP201A2,H947GP201A2,Good,3,Zone12
25.08.2019,GP200F.TXT,4804.0172,4804.0286,06229.878,06230.142,09:44:12,09:39:10,GP200F,H947GP200F,Good,4,Zone12
25.08.2019,GP217F.TXT,4804.7495,4804.7670,06222.488,06222.752,10:37:09,10:32:12,GP217F,H947GP217F,Good,5,Zone12
25.08.2019,GP218F.TXT,4801.9951,4802.1232,06221.999,06222.184,11:23:43,11:18:41,GP218F,H947GP218F,Good,6,Zone12
25.08.2019,GP236F.TXT,4757.6814,4757.7522,06215.386,06215.634,12:26:40,12:21:39,GP236F,H947GP236F,Good,7,Zone12
25.08.2019,GP209F.TXT,4757.3572,4754.458,06225.626,6225.843,14:05:34,14:00:33,GP209F,H947GP209F,Good,8,Zone12
25.08.2019,GP204F.TXT,4757.0239,4757.0837,06230.216,06230.459,15:17:03,15:12:03,GP204F,H947GP204F,Good,9,Zone12
25.08.2019,GP193F.TXT,4754.6593,4754.6800,06235.063,06235.321,16:22:26,16:17:22,GP193F,H947GP193F,Good,10,Zone12
25.08.2019,GP178F.TXT,4750.4700,4750.6256,06243.839,06243.956,17:49:21,17:44:20,GP178F,H947GP178F,Good,11,Zone12
25.08.2019,GP168F.TXT,4751.0877,4751.2440,06251.419,06251.544,19:00:55,18:55:54,GP168F,H947GP168F,Good,12,Zone12
25.08.2019,GP175F.TXT,4747.4141,4747.5869,06246.726,06246.815,19:58:40,19:53:41,GP175F,H947GP175F,Good,13,Zone12
26.08.2019,GP171F.TXT,4741.1250,4741.0356,06248.636,06248.865,06:25:25,06:20:24,GP171F,H947GP171F,Good,1,Zone12
26.08.2019,GP173F.TXT,4739.5380,4739.5571,06247.365,06247.641,07:10:08,07:05:02,GP173F,H947GP173F,Good,2,Zone12
26.08.2019,GP155F.TXT,4742.5053,4742.4545,06255.931,06255.688,08:21:55,08:17:00,GP155F,H947GP155F,Good,3,Zone12
26.08.2019,GP145F.TXT,4744.8340,4744.7472,06301.924,06301.684,09:18:45,09:13:43,GP145F,H947GP145F,Bad,4,Zone12
26.08.2019,GP145A1.TXT,4743.0322,4743.1584,06258.222,06258.412,10:14:06,10:09:10,GP145A1,H947GP145A1,Bad,5,Zone12
26.08.2019,GP145A2.TXT,4746.9048,4746.7781,06303.548,06303.367,11:15:51,11:10:50,GP145A2,H947GP145A2,Good,6,Zone12
26.08.2019,GP137F.TXT,4740.4387,4740.5919,06307.939,06307.808,12:29:40,12:24:39,GP137F,H947GP137F,Good,7,Zone12
26.08.2019,GP131F.TXT,4745.8727,4745.6962,06310.187,06310.166,13:31:13,13:26:13,GP131F,H947GP131F,Good,8,Zone12
26.08.2019,GP135F.TXT,4748.5807,4748.4276,06308.630,06308.764,14:13:08,14:08:07,GP135F,H947GP135F,Good,9,Zone12
26.08.2019,GP136F.TXT,4752.9998,4752.8362,06307.840,06307.952,15:05:37,15:00:44,GP136F,H947GP136F,Good,10,Zone12
26.08.2019,GP144F.TXT,4756.0367,4755.9564,06303.270,06303.516,15:56:24,15:51:23,GP144F,H947GP144F,Good,11,Zone12
26.08.2019,GP129F.TXT,4755.6252,4755.5054,06311.031,06311.230,17:11:19,17:06:17,GP129F,H947GP129F,Good,12,Zone12
26.08.2019,GP111F.TXT,4748.2637,4748.4189,06319.021,06318.893,18:39:31,18:34:31,GP111F,H947GP111F,Good,13,Zone12
26.08.2019,GP110F.TXT,4750.0201,4749.8504,06320.543,06320.444,19:38:51,19:33:51,GP110F,H947GP110F,Good,14,Zone12
27.08.2019,GP095F.TXT,4746.3798,4746.4700,06329.460,06329.688,06:47:21,06:42:20,GP095F,H947GP095F,Good,1,Zone12
27.08.2019,GP063F.TXT,4743.8003,4743.7735,06340.065,06340.345,08:25:36,08:20:36,GP063F,H947GP063F,Good,2,Zone12
27.08.2019,GP070F.TXT,4738.4491,4738.4668,06342.291,06342.561,09:44:56,09:39:49,GP070F,H947GP070F,Bad,3,Zone12
27.08.2019,GP070A1.TXT,4739.6597,4739.7366,06343.169,06343.400,11:10:13,11:05:15,GP070A1,H947GP070A1,Good,4,Zone12
27.08.2019,GP093F.TXT,4737.7867,4737.8988,06333.191,06333.391,12:22:37,12:17:37,GP093F,H947GP093F,Bad,5,Zone12
27.08.2019,GP093A1.TXT,4737.2048,4737.3559,06335.974,06336.125,13:15:29,13:10:29,GP093A1,H947GP093A1,Bad,6,Zone12
27.08.2019,GP093A2.TXT,4738.7171,4738.8842,06336.766,06336.898,14:16:34,14:11:32,GP093A2,H947GP093A2,Good,7,Zone12
27.08.2019,GP091F.TXT,4733.0395,4733.2131,06330.746,06330.849,15:29:19,15:24:18,GP091F,H947GP091F,Bad,8,Zone12
27.08.2019,GP091A1.TXT,4729.3922,4729.5751,06335.771,06335.778,16:30:41,16:25:36,GP091A1,H947GP091A1,Good,9,Zone12
27.08.2019,GP102F.TXT,4737.0170,4737.1594,06323.920,06324.088,18:37:24,18:32:23,GP102F,H947GP102F,Good,10,Zone12
27.08.2019,GP119F.TXT,4736.2957,4736.4644,06315.910,06315.969,20:09:02,20:03:59,GP119F,H947GP119F,Good,11,Zone12
28.08.2019,GP167F.TXT,4732.8673,4732.9929,06249.814,06249.906,06:22:32,06:18:16,GP167F,H947GP167F,Good,1,Zone12
28.08.2019,GP148F.TXT,4732.2579,4732.4187,06301.171,06301.315,08:06:13,08:01:13,GP148F,H947GP148F,Good,2,Zone12
28.08.2019,GP132F.TXT,4734.4915,4734.6640,06310.314,06310.368,09:29:07,09:24:04,GP132F,H947GP132F,Good,3,Zone12
28.08.2019,GP108F.TXT,4733.4778,4733.5169,06321.441,06321.180,10:59:51,10:54:46,GP108F,H947GP108F,Good,4,Zone12
28.08.2019,GP104F.TXT,4726.2096,4726.3466,06324.153,06323.982,12:20:03,12:14:58,GP104F,H947GP104F,Good,5,Zone12
28.08.2019,GP117F.TXT,4725.9364,4726.0210,06316.660,06316.732,13:31:55,13:29:00,GP117F,H947GP117F,Bad,6,Zone12
28.08.2019,GP117A1.TXT,4724.5055,4724.6720,06311.083,06311.143,14:27:07,14:22:06,GP117A1,H947GP117A1,Good,7,Zone12
28.08.2019,GP140F.TXT,4726.0598,4726.1776,06307.927,06307.724,15:25:45,15:20:43,GP140F,H947GP140F,Good,8,Zone12
28.08.2019,GP116F.TXT,4717.0564,4717.2353,06308.917,06308.872,16:53:14,16:48:13,GP116F,H947GP116F,Good,9,Zone12
28.08.2019,GP146F.TXT,4719.6512,4719.7518,06303.371,06303.146,17:59:03,17:54:02,GP146F,H947GP146F,Good,10,Zone12
28.08.2019,GP160F.TXT,4723.1317,4723.1960,06254.300,06254.056,19:22:19,19:17:17,GP160F,H947GP160F,Good,11,Zone12
29.08.2019,GP161F.TXT,4715.664,4715.612,6250.528,6250.276,19:22:19,19:17:17,GP161F,H947GP160F,Good,,
29.08.2020,GP188F.TXT,4715.376,4715.293,6238.04,6237.798,19:22:19,19:17:17,GP188F,H947GP160F,Good,,
29.08.2021,GP190F.TXT,4712.537,4712.392,6236.57,6236.388,19:22:19,19:17:17,GP190F,H947GP160F,Good,,
